user_id,content_id,action,timestamp,device,region,session_id
127,1000,play,2023-09-02 12:54:2,mobile,APAC,S1680
145,1008,pause,2023-09-02 19:10:21,mobile,US,S9437
102,1004,forward,2023-09-02 6:19:16,desktop,APAC,S8480
184,1001,forward,2023-09-02 3:17:51,mobile,US,S3953
136,1000,pause,2023-09-02 7:18:11,tablet,US,S7155
118,1005,skip,2023-09-02 3:5:11,mobile,US,S5623
165,1003,play,2023-09-02 11:20:42,desktop,APAC,S4711
114,1004,pause,2023-09-02 3:13:49,desktop,APAC,S4303
142,1007,skip,2023-09-02 20:12:7,tablet,APAC,S7216
139,1005,forward,2023-09-02 13:24:24,desktop,US,S2389
169,1002,skip,2023-09-02 11:53:33,mobile,APAC,S6480
188,1008,pause,2023-09-02 1:55:31,tablet,APAC,S6590
163,1002,play,2023-09-02 2:2:20,desktop,APAC,S1803
128,1010,forward,2023-09-02 21:29:28,mobile,APAC,S6900
193,1000,play,2023-09-02 8:44:0,tablet,US,S6127
155,1008,pause,2023-09-02 19:19:34,mobile,EU,S6323
100,1008,play,2023-09-02 17:41:35,desktop,APAC,S6460
135,1004,skip,2023-09-02 23:25:26,mobile,US,S9770
182,1008,skip,2023-09-02 20:48:32,desktop,US,S4081
198,1001,play,2023-09-02 16:9:10,tablet,APAC,S7534
181,1010,forward,2023-09-02 17:42:28,desktop,US,S1761
159,1000,play,2023-09-02 10:35:49,tablet,EU,S3669
133,1004,pause,2023-09-02 9:8:8,tablet,US,S1913
198,1009,pause,2023-09-02 4:38:44,mobile,US,S3470
131,1002,play,2023-09-02 19:43:36,mobile,APAC,S7734
157,1008,play,2023-09-02 10:38:18,tablet,APAC,S5395
140,1009,forward,2023-09-02 7:55:58,desktop,EU,S5937
154,1001,skip,2023-09-02 1:43:1,mobile,EU,S9048
116,1006,forward,2023-09-02 13:36:43,tablet,APAC,S1672
163,1000,play,2023-09-02 19:35:35,mobile,US,S5126
