user_id,content_id,action,timestamp,device,region,session_id
146,1006,skip,2023-09-01 10:13:4,tablet,US,S8084
150,1002,skip,2023-09-01 9:7:7,tablet,EU,S6075
146,1003,play,2023-09-01 21:47:43,tablet,APAC,S4555
174,1003,skip,2023-09-01 4:8:6,tablet,APAC,S6075
110,1010,skip,2023-09-01 22:16:19,desktop,APAC,S3362
159,1005,play,2023-09-01 0:10:47,tablet,US,S9485
184,1008,skip,2023-09-01 10:30:58,tablet,EU,S6009
127,1002,play,2023-09-01 11:54:3,mobile,APAC,S7012
168,1001,pause,2023-09-01 5:54:53,desktop,EU,S4776
168,1001,forward,2023-09-01 20:48:45,mobile,US,S6029
121,1006,skip,2023-09-01 14:20:52,desktop,EU,S6845
165,1001,pause,2023-09-01 2:14:57,mobile,US,S4451
181,1007,forward,2023-09-01 3:57:44,tablet,APAC,S1338
109,1003,pause,2023-09-01 6:44:14,tablet,EU,S3396
184,1003,forward,2023-09-01 23:53:58,tablet,APAC,S8846
162,1000,skip,2023-09-01 13:31:54,desktop,APAC,S8967
102,1006,forward,2023-09-01 10:18:17,tablet,APAC,S3385
180,1000,play,2023-09-01 7:37:55,desktop,US,S2548
137,1005,skip,2023-09-01 18:47:47,tablet,US,S3772
113,1010,play,2023-09-01 19:33:36,mobile,EU,S3678
