user_id,content_id,action,timestamp,device,region,session_id
113,1006,play,2023-09-07 3:29:3,desktop,APAC,S8510
145,1002,play,2023-09-07 21:59:8,tablet,US,S2089
160,1002,pause,2023-09-07 18:41:1,desktop,APAC,S2912
117,1010,pause,2023-09-07 21:5:34,mobile,US,S2143
106,1007,pause,2023-09-07 18:43:22,tablet,US,S7123
111,1004,forward,2023-09-07 23:50:36,desktop,EU,S5218
126,1000,forward,2023-09-07 19:8:38,tablet,APAC,S7173
197,1001,skip,2023-09-07 8:24:34,desktop,EU,S8349
200,1003,forward,2023-09-07 19:41:4,tablet,EU,S6046
199,1007,play,2023-09-07 13:27:9,desktop,US,S4258
178,1005,pause,2023-09-07 13:44:10,tablet,APAC,S7065
176,1006,forward,2023-09-07 23:18:29,desktop,EU,S6603
148,1000,play,2023-09-07 16:44:39,tablet,US,S1292
124,1006,forward,2023-09-07 10:54:36,tablet,US,S4024
133,1009,play,2023-09-07 13:46:28,desktop,US,S7171
127,1005,pause,2023-09-07 11:51:55,mobile,EU,S1107
191,1005,forward,2023-09-07 18:39:30,mobile,EU,S9211
129,1008,forward,2023-09-07 3:10:41,desktop,APAC,S3909
114,1001,pause,2023-09-07 22:10:19,tablet,US,S9500
102,1000,skip,2023-09-07 13:14:32,mobile,EU,S8525
118,1002,play,2023-09-07 9:13:21,mobile,APAC,S8143
164,1003,pause,2023-09-07 21:16:16,mobile,EU,S5819
116,1003,pause,2023-09-07 8:18:21,tablet,EU,S9014
